id,date,time,x,y
25,2004/1/1,1:49:0,161.6,959.4,
26,2004/1/1,1:49:0,568.6,670.4,
27,2004/1/1,1:49:0,175.2,625.8,
28,2004/1/1,1:49:0,248.4,1096.2,
29,2004/1/1,1:49:0,217.4,530.0,
30,2004/1/1,1:49:0,628.8,151.4,
31,2004/1/1,1:49:0,246.8,559.8,
32,2004/1/1,1:49:0,306,42.0,
33,2004/1/1,1:49:0,253,283.2,
34,2004/1/1,1:49:0,155.8,979.2,
35,2004/1/1,1:49:0,380.8,1106.8,
36,2004/1/1,1:49:0,694.2,568.4,
37,2004/1/1,1:49:0,668.4,993.8,
38,2004/1/1,1:49:0,357.8,1107.8,
39,2004/1/1,1:49:0,586.4,1012.8,
40,2004/1/1,1:49:0,702,265.8,
41,2004/1/1,1:49:0,53.4,1012.8,
42,2004/1/1,1:49:0,763.8,683.8,
43,2004/1/1,1:49:0,160.4,570.8,
44,2004/1/1,1:49:0,722.6,143.8,
45,2004/1/1,1:49:0,555.6,695.4,
46,2004/1/1,1:49:0,101.4,892.4,
47,2004/1/1,1:49:0,562,285.6,
48,2004/1/1,1:49:0,586.4,289.2,
49,2004/1/1,1:49:0,688.8,569.6,
50,2004/1/1,1:49:0,363,1090.8,
51,2004/1/1,1:49:0,717,241.8,
52,2004/1/1,1:49:0,682.2,127.8,
53,2004/1/1,1:49:0,562.8,121.6,
54,2004/1/1,1:49:0,152.6,173.0,
55,2004/1/1,1:49:0,206.2,68.0,
56,2004/1/1,1:49:0,268,985.4,
57,2004/1/1,1:49:0,273,1047.0,
58,2004/1/1,1:49:0,751.6,1107.2,
59,2004/1/1,1:49:0,635.8,7.0,
60,2004/1/1,1:49:0,578.8,679.8,
61,2004/1/1,1:49:0,125.2,548.2,
62,2004/1/1,1:49:0,159.6,583.8,
63,2004/1/1,1:49:0,68.2,761.6,
64,2004/1/1,1:49:0,481.2,678.2,
65,2004/1/1,1:49:0,360,596.2,
66,2004/1/1,1:49:0,125.8,165.8,
67,2004/1/1,1:49:0,312,367.2,
68,2004/1/1,1:49:0,572.8,1119.8,
69,2004/1/1,1:49:0,581.8,588.8,
70,2004/1/1,1:49:0,726.6,465.0,
71,2004/1/1,1:49:0,449.8,154.0,
72,2004/1/1,1:49:0,755.8,33.0,
73,2004/1/1,1:49:0,274.4,988.8,
74,2004/1/1,1:49:0,733.6,888.6,
75,2004/1/1,1:49:0,553.8,590.6,
76,2004/1/1,1:49:0,272.4,608.6,
77,2004/1/1,1:49:0,611.6,697.0,
78,2004/1/1,1:49:0,84.4,890.2,
79,2004/1/1,1:49:0,761.6,76.0,
80,2004/1/1,1:49:0,120.2,553.2,
81,2004/1/1,1:49:0,650.2,182.0,
82,2004/1/1,1:49:0,553.8,575.0,
83,2004/1/1,1:49:0,363.8,256.6,
84,2004/1/1,1:49:0,620,1197.2,
85,2004/1/1,1:49:0,200.8,1120.6,
86,2004/1/1,1:49:0,112.2,1200.8,
87,2004/1/1,1:49:0,697,263.2,
88,2004/1/1,1:49:0,745.4,798.4,
89,2004/1/1,1:49:0,280.2,699.0,
90,2004/1/1,1:49:0,99.6,902.6,
91,2004/1/1,1:49:0,687.2,686.8,
92,2004/1/1,1:49:0,363.6,690.8,
93,2004/1/1,1:49:0,546,1094.6,
94,2004/1/1,1:49:0,564.8,1113.8,
95,2004/1/1,1:49:0,212.6,1000.2,
96,2004/1/1,1:49:0,469.4,144.0,
97,2004/1/1,1:49:0,501.4,791.2,
98,2004/1/1,1:49:0,166.4,250.2,
99,2004/1/1,1:49:0,741.2,878.6,
100,2004/1/1,1:49:0,150,627.0,
1,2004/1/1,1:50:0,143.2,143.6,
2,2004/1/1,1:50:0,114.6,206.8,
3,2004/1/1,1:50:0,366.6,553.4,
4,2004/1/1,1:50:0,671.8,243.4,
5,2004/1/1,1:50:0,627.6,176.0,
6,2004/1/1,1:50:0,692.8,988.0,
7,2004/1/1,1:50:0,357.8,165.4,
8,2004/1/1,1:50:0,543.2,124.0,
9,2004/1/1,1:50:0,670.6,1041.6,
10,2004/1/1,1:50:0,206.8,196.8,
11,2004/1/1,1:50:0,730.6,885.4,
12,2004/1/1,1:50:0,84,1199.8,
13,2004/1/1,1:50:0,470.2,144.2,
14,2004/1/1,1:50:0,720,52.0,
15,2004/1/1,1:50:0,668.2,125.4,
16,2004/1/1,1:50:0,521.2,886.6,
17,2004/1/1,1:50:0,590,158.4,
18,2004/1/1,1:50:0,800.8,1044.8,
19,2004/1/1,1:50:0,216.2,691.6,
20,2004/1/1,1:50:0,299,714.2,
21,2004/1/1,1:50:0,566.4,780.2,
22,2004/1/1,1:50:0,223,621.2,
23,2004/1/1,1:50:0,313,913.6,
24,2004/1/1,1:50:0,557,682.2,
25,2004/1/1,1:50:0,161.6,959.2,
26,2004/1/1,1:50:0,567.2,672.2,
27,2004/1/1,1:50:0,167,625.8,
28,2004/1/1,1:50:0,249.2,1095.0,
29,2004/1/1,1:50:0,217,519.4,
30,2004/1/1,1:50:0,628.4,171.6,
31,2004/1/1,1:50:0,245.8,558.6,
32,2004/1/1,1:50:0,306,43.4,
33,2004/1/1,1:50:0,254.2,284.6,
34,2004/1/1,1:50:0,157.2,978.2,
35,2004/1/1,1:50:0,382.4,1108.6,
36,2004/1/1,1:50:0,692.8,567.6,
37,2004/1/1,1:50:0,670.2,992.2,
38,2004/1/1,1:50:0,357.8,1108.6,
39,2004/1/1,1:50:0,588,1013.4,
40,2004/1/1,1:50:0,700.6,266.0,
41,2004/1/1,1:50:0,53.2,1011.4,
42,2004/1/1,1:50:0,762.6,685.6,
43,2004/1/1,1:50:0,159.2,572.4,
44,2004/1/1,1:50:0,721.8,144.4,
45,2004/1/1,1:50:0,556.8,695.2,
46,2004/1/1,1:50:0,101.4,892.8,
47,2004/1/1,1:50:0,560.2,284.6,
48,2004/1/1,1:50:0,588,290.8,
49,2004/1/1,1:50:0,689.2,570.0,
50,2004/1/1,1:50:0,364.8,1092.2,
51,2004/1/1,1:50:0,715.8,240.0,
52,2004/1/1,1:50:0,680.8,127.4,
53,2004/1/1,1:50:0,563,120.6,
54,2004/1/1,1:50:0,152.2,174.4,
55,2004/1/1,1:50:0,206.2,81.6,
56,2004/1/1,1:50:0,266.4,986.6,
57,2004/1/1,1:50:0,260,1046.8,
58,2004/1/1,1:50:0,750.6,1106.8,
59,2004/1/1,1:50:0,207.8,10.0,
60,2004/1/1,1:50:0,579.8,681.2,
61,2004/1/1,1:50:0,123.8,547.6,
62,2004/1/1,1:50:0,159.2,584.6,
63,2004/1/1,1:50:0,66.6,760.4,
64,2004/1/1,1:50:0,481.4,678.6,
65,2004/1/1,1:50:0,358.8,595.6,
66,2004/1/1,1:50:0,124.2,165.0,
67,2004/1/1,1:50:0,311.4,365.4,
68,2004/1/1,1:50:0,571.2,1121.6,
69,2004/1/1,1:50:0,580.8,589.4,
70,2004/1/1,1:50:0,725.6,466.2,
71,2004/1/1,1:50:0,450.4,152.4,
72,2004/1/1,1:50:0,756.4,31.8,
73,2004/1/1,1:50:0,274.4,989.4,
74,2004/1/1,1:50:0,734.6,889.4,
75,2004/1/1,1:50:0,553.6,589.0,
76,2004/1/1,1:50:0,271.8,608.8,
77,2004/1/1,1:50:0,613.2,697.2,
78,2004/1/1,1:50:0,85.2,891.0,
79,2004/1/1,1:50:0,760.4,75.0,
80,2004/1/1,1:50:0,120.4,553.0,
81,2004/1/1,1:50:0,650.6,181.8,
82,2004/1/1,1:50:0,552.6,574.2,
83,2004/1/1,1:50:0,365.4,258.2,
84,2004/1/1,1:50:0,620.8,1198.2,
85,2004/1/1,1:50:0,200.8,1120.6,
86,2004/1/1,1:50:0,111.4,1199.8,
87,2004/1/1,1:50:0,697.6,262.6,
88,2004/1/1,1:50:0,745.4,798.2,
89,2004/1/1,1:50:0,280.6,698.4,
90,2004/1/1,1:50:0,100.8,901.2,
91,2004/1/1,1:50:0,688.6,687.6,
92,2004/1/1,1:50:0,364.2,690.0,
93,2004/1/1,1:50:0,546.8,1095.6,
94,2004/1/1,1:50:0,563.4,1114.0,
95,2004/1/1,1:50:0,214,982.0,
96,2004/1/1,1:50:0,469.4,143.2,
97,2004/1/1,1:50:0,501.8,791.6,
98,2004/1/1,1:50:0,167.8,250.2,
99,2004/1/1,1:50:0,742.6,880.2,
100,2004/1/1,1:50:0,135.6,628.6,
1,2004/1/1,1:51:0,141.8,144.8,
2,2004/1/1,1:51:0,101.2,208.2,
3,2004/1/1,1:51:0,366,554.8,
4,2004/1/1,1:51:0,670.6,242.0,
5,2004/1/1,1:51:0,625.8,190.2,
6,2004/1/1,1:51:0,692.8,988.4,
7,2004/1/1,1:51:0,356.6,165.4,
8,2004/1/1,1:51:0,543.6,123.2,
9,2004/1/1,1:51:0,669,1042.2,
10,2004/1/1,1:51:0,207,211.4,
11,2004/1/1,1:51:0,729.4,885.0,
12,2004/1/1,1:51:0,84.2,1200.6,
13,2004/1/1,1:51:0,468.6,143.2,
14,2004/1/1,1:51:0,720.8,51.6,
15,2004/1/1,1:51:0,666.8,125.4,
16,2004/1/1,1:51:0,520.8,886.0,
17,2004/1/1,1:51:0,589.6,159.6,
18,2004/1/1,1:51:0,792.8,1044.8,
19,2004/1/1,1:51:0,217.4,681.8,
20,2004/1/1,1:51:0,300.4,714.8,
21,2004/1/1,1:51:0,567,779.4,
22,2004/1/1,1:51:0,223,623.0,
23,2004/1/1,1:51:0,311.6,911.8,
24,2004/1/1,1:51:0,555.6,683.0,
25,2004/1/1,1:51:0,160.8,958.6,
26,2004/1/1,1:51:0,568.8,671.8,
27,2004/1/1,1:51:0,158,625.0,
28,2004/1/1,1:51:0,249.2,1096.0,
29,2004/1/1,1:51:0,216.8,509.6,
30,2004/1/1,1:51:0,629.4,191.4,
31,2004/1/1,1:51:0,244,557.4,
32,2004/1/1,1:51:0,305.8,41.8,
33,2004/1/1,1:51:0,253.6,285.4,
34,2004/1/1,1:51:0,157.4,976.4,
35,2004/1/1,1:51:0,381,1108.2,
36,2004/1/1,1:51:0,692.6,566.0,
37,2004/1/1,1:51:0,669.8,993.4,
38,2004/1/1,1:51:0,356.6,1106.8,
39,2004/1/1,1:51:0,587.8,1014.4,
40,2004/1/1,1:51:0,702,267.2,
41,2004/1/1,1:51:0,53.2,1013.0,
42,2004/1/1,1:51:0,761.2,686.2,
43,2004/1/1,1:51:0,159.2,571.4,
44,2004/1/1,1:51:0,720,146.2,
45,2004/1/1,1:51:0,557,693.4,
46,2004/1/1,1:51:0,100.6,893.2,
47,2004/1/1,1:51:0,561.6,283.8,
48,2004/1/1,1:51:0,588,290.0,
49,2004/1/1,1:51:0,690,571.8,
50,2004/1/1,1:51:0,364,1091.8,
51,2004/1/1,1:51:0,715.2,239.4,
52,2004/1/1,1:51:0,680,127.4,
53,2004/1/1,1:51:0,561.6,121.0,
54,2004/1/1,1:51:0,151.8,172.6,
55,2004/1/1,1:51:0,204.6,95.0,
56,2004/1/1,1:51:0,266.4,985.2,
57,2004/1/1,1:51:0,246.2,1048.4,
58,2004/1/1,1:51:0,749.4,1107.8,
59,2004/1/1,1:51:0,206.6,22.8,
60,2004/1/1,1:51:0,579.8,681.4,
61,2004/1/1,1:51:0,124.4,549.0,
62,2004/1/1,1:51:0,158.2,583.0,
63,2004/1/1,1:51:0,67.4,762.2,
64,2004/1/1,1:51:0,480,680.2,
65,2004/1/1,1:51:0,359.2,595.8,
66,2004/1/1,1:51:0,125.4,165.0,
67,2004/1/1,1:51:0,310.8,364.2,
68,2004/1/1,1:51:0,570.2,1121.6,
69,2004/1/1,1:51:0,582.6,589.6,
70,2004/1/1,1:51:0,725.8,464.8,
71,2004/1/1,1:51:0,450,152.4,
72,2004/1/1,1:51:0,755.6,32.8,
73,2004/1/1,1:51:0,274.4,988.0,
74,2004/1/1,1:51:0,733.6,890.6,
75,2004/1/1,1:51:0,555.4,587.6,
76,2004/1/1,1:51:0,273,608.8,
77,2004/1/1,1:51:0,612.6,698.2,
78,2004/1/1,1:51:0,84.6,889.6,
79,2004/1/1,1:51:0,760.6,73.6,
80,2004/1/1,1:51:0,118.8,553.4,
81,2004/1/1,1:51:0,651.4,181.8,
82,2004/1/1,1:51:0,552.2,575.8,
83,2004/1/1,1:51:0,363.8,259.2,
84,2004/1/1,1:51:0,622,1198.0,
85,2004/1/1,1:51:0,200.8,1120.6,
86,2004/1/1,1:51:0,111.4,1200.8,
87,2004/1/1,1:51:0,697,262.4,
88,2004/1/1,1:51:0,746.2,799.8,
89,2004/1/1,1:51:0,280.4,699.0,
90,2004/1/1,1:51:0,100.8,900.8,
91,2004/1/1,1:51:0,687.6,688.8,
92,2004/1/1,1:51:0,363.4,691.2,
93,2004/1/1,1:51:0,548.6,1095.4,
94,2004/1/1,1:51:0,561.8,1114.2,
95,2004/1/1,1:51:0,215.4,966.0,
96,2004/1/1,1:51:0,468.8,143.2,
97,2004/1/1,1:51:0,503.6,793.4,
98,2004/1/1,1:51:0,168.6,248.8,
99,2004/1/1,1:51:0,744.4,880.2,
100,2004/1/1,1:51:0,115.4,630.0,
1,2004/1/1,1:52:0,140.2,143.2,
2,2004/1/1,1:52:0,81,207.8,
3,2004/1/1,1:52:0,364.2,556.2,
4,2004/1/1,1:52:0,670.4,242.0,
5,2004/1/1,1:52:0,626.4,201.4,
6,2004/1/1,1:52:0,691.8,987.0,
7,2004/1/1,1:52:0,356,165.4,
8,2004/1/1,1:52:0,544.4,124.2,
9,2004/1/1,1:52:0,665.6,1041.8,
10,2004/1/1,1:52:0,202.8,225.0,
11,2004/1/1,1:52:0,730.6,883.4,
12,2004/1/1,1:52:0,84,1198.8,
13,2004/1/1,1:52:0,468.2,144.4,
14,2004/1/1,1:52:0,720.8,52.6,
15,2004/1/1,1:52:0,665.6,125.4,
16,2004/1/1,1:52:0,521.8,886.8,
17,2004/1/1,1:52:0,590.6,157.8,
18,2004/1/1,1:52:0,784.8,1043.6,
19,2004/1/1,1:52:0,217.4,673.4,
20,2004/1/1,1:52:0,301.6,713.2,
21,2004/1/1,1:52:0,566.6,780.6,
22,2004/1/1,1:52:0,217.6,624.6,
23,2004/1/1,1:52:0,310.4,911.2,
24,2004/1/1,1:52:0,554.4,684.2,
25,2004/1/1,1:52:0,161.6,956.8,
26,2004/1/1,1:52:0,570.4,672.2,
27,2004/1/1,1:52:0,148.4,623.6,
28,2004/1/1,1:52:0,247.6,1096.2,
29,2004/1/1,1:52:0,218,498.8,
30,2004/1/1,1:52:0,629.4,210.0,
31,2004/1/1,1:52:0,244.4,557.8,
32,2004/1/1,1:52:0,305.4,42.4,
33,2004/1/1,1:52:0,254,286.0,
34,2004/1/1,1:52:0,157.8,976.8,
35,2004/1/1,1:52:0,381.2,1107.8,
36,2004/1/1,1:52:0,694,564.4,
37,2004/1/1,1:52:0,668.2,995.0,
38,2004/1/1,1:52:0,357.8,1105.8,
39,2004/1/1,1:52:0,589,1015.0,
40,2004/1/1,1:52:0,700.8,269.0,
41,2004/1/1,1:52:0,54.2,1011.6,
42,2004/1/1,1:52:0,761.2,684.6,
43,2004/1/1,1:52:0,159.2,572.2,
44,2004/1/1,1:52:0,718.8,148.0,
45,2004/1/1,1:52:0,557,691.6,
46,2004/1/1,1:52:0,99,893.8,
47,2004/1/1,1:52:0,561.6,284.2,
48,2004/1/1,1:52:0,587.8,290.8,
49,2004/1/1,1:52:0,690,570.4,
50,2004/1/1,1:52:0,363.2,1092.6,
51,2004/1/1,1:52:0,715.6,239.0,
52,2004/1/1,1:52:0,678.2,126.0,
53,2004/1/1,1:52:0,561,121.6,
54,2004/1/1,1:52:0,153,171.0,
55,2004/1/1,1:52:0,203.6,103.2,
56,2004/1/1,1:52:0,264.8,987.0,
57,2004/1/1,1:52:0,227.2,1046.6,
58,2004/1/1,1:52:0,749,1107.2,
59,2004/1/1,1:52:0,204.8,37.2,
60,2004/1/1,1:52:0,580.6,682.2,
61,2004/1/1,1:52:0,126,548.8,
62,2004/1/1,1:52:0,159.4,583.0,
63,2004/1/1,1:52:0,69,763.6,
64,2004/1/1,1:52:0,480,680.2,
65,2004/1/1,1:52:0,360.2,594.4,
66,2004/1/1,1:52:0,125.4,164.4,
67,2004/1/1,1:52:0,312,365.8,
68,2004/1/1,1:52:0,572,1120.4,
69,2004/1/1,1:52:0,580.8,588.2,
70,2004/1/1,1:52:0,725.4,464.6,
71,2004/1/1,1:52:0,449.4,153.4,
72,2004/1/1,1:52:0,755,34.0,
73,2004/1/1,1:52:0,273.4,986.4,
74,2004/1/1,1:52:0,734,891.0,
75,2004/1/1,1:52:0,555.4,589.4,
76,2004/1/1,1:52:0,272.4,610.4,
77,2004/1/1,1:52:0,613.8,696.8,
78,2004/1/1,1:52:0,85,888.6,
79,2004/1/1,1:52:0,758.8,75.0,
80,2004/1/1,1:52:0,118.4,555.2,
81,2004/1/1,1:52:0,652.6,182.2,
82,2004/1/1,1:52:0,551.4,576.8,
83,2004/1/1,1:52:0,364.4,258.0,
84,2004/1/1,1:52:0,621.2,1201.8,
85,2004/1/1,1:52:0,200.8,1120.6,
86,2004/1/1,1:52:0,109.6,1202.4,
87,2004/1/1,1:52:0,698.4,262.0,
88,2004/1/1,1:52:0,746.4,798.6,
89,2004/1/1,1:52:0,279.2,698.2,
90,2004/1/1,1:52:0,102.2,901.8,
91,2004/1/1,1:52:0,689,687.0,
92,2004/1/1,1:52:0,364.4,690.4,
93,2004/1/1,1:52:0,548.6,1097.0,
94,2004/1/1,1:52:0,560.8,1115.8,
95,2004/1/1,1:52:0,215.4,951.6,
96,2004/1/1,1:52:0,467,142.4,
97,2004/1/1,1:52:0,503.6,793.4,
98,2004/1/1,1:52:0,168,247.6,
99,2004/1/1,1:52:0,744.6,881.6,
100,2004/1/1,1:52:0,140.2,631.6,
1,2004/1/1,1:53:0,139.8,145.0,
2,2004/1/1,1:53:0,67.2,207.0,
3,2004/1/1,1:53:0,364.2,556.4,
4,2004/1/1,1:53:0,671.6,242.6,
5,2004/1/1,1:53:0,615,206.4,
6,2004/1/1,1:53:0,693.6,987.6,
7,2004/1/1,1:53:0,357.6,164.8,
8,2004/1/1,1:53:0,544,125.6,
9,2004/1/1,1:53:0,666.6,1042.6,
10,2004/1/1,1:53:0,201,229.4,
11,2004/1/1,1:53:0,729.2,882.6,
12,2004/1/1,1:53:0,84.2,1200.6,
13,2004/1/1,1:53:0,468.4,143.8,
14,2004/1/1,1:53:0,721.8,54.0,
15,2004/1/1,1:53:0,664,126.6,
16,2004/1/1,1:53:0,523.6,885.4,
17,2004/1/1,1:53:0,590.6,158.0,
18,2004/1/1,1:53:0,778.6,1041.8,
19,2004/1/1,1:53:0,217.4,664.8,
20,2004/1/1,1:53:0,302,712.4,
21,2004/1/1,1:53:0,566.6,782.0,
22,2004/1/1,1:53:0,195,626.2,
23,2004/1/1,1:53:0,309.4,910.0,
24,2004/1/1,1:53:0,555.6,685.2,
25,2004/1/1,1:53:0,162.2,957.0,
26,2004/1/1,1:53:0,570.8,671.8,
27,2004/1/1,1:53:0,143.8,625.0,
28,2004/1/1,1:53:0,248.2,1096.0,
29,2004/1/1,1:53:0,218.4,494.6,
30,2004/1/1,1:53:0,628.4,225.0,
31,2004/1/1,1:53:0,243.4,558.6,
32,2004/1/1,1:53:0,304.4,43.0,
33,2004/1/1,1:53:0,253.4,285.8,
34,2004/1/1,1:53:0,158.4,977.6,
35,2004/1/1,1:53:0,380.2,1107.8,
36,2004/1/1,1:53:0,695,565.0,
37,2004/1/1,1:53:0,670,993.6,
38,2004/1/1,1:53:0,359.6,1104.2,
39,2004/1/1,1:53:0,588.4,1016.2,
40,2004/1/1,1:53:0,699.2,268.8,
41,2004/1/1,1:53:0,52.6,1011.4,
42,2004/1/1,1:53:0,762.2,683.4,
43,2004/1/1,1:53:0,159.2,572.6,
44,2004/1/1,1:53:0,720.2,148.0,
45,2004/1/1,1:53:0,556.8,690.4,
46,2004/1/1,1:53:0,98.2,892.2,
47,2004/1/1,1:53:0,563.2,282.6,
48,2004/1/1,1:53:0,587.2,289.2,
49,2004/1/1,1:53:0,690.8,570.8,
50,2004/1/1,1:53:0,364.8,1092.6,
51,2004/1/1,1:53:0,714.8,239.2,
52,2004/1/1,1:53:0,677.4,126.0,
53,2004/1/1,1:53:0,560,122.2,
54,2004/1/1,1:53:0,152.2,172.6,
55,2004/1/1,1:53:0,204.4,107.0,
56,2004/1/1,1:53:0,265.4,988.6,
57,2004/1/1,1:53:0,212,1044.8,
58,2004/1/1,1:53:0,749,1107.2,
59,2004/1/1,1:53:0,206.6,45.6,
60,2004/1/1,1:53:0,580,683.4,
61,2004/1/1,1:53:0,126.2,547.8,
62,2004/1/1,1:53:0,158.8,581.8,
63,2004/1/1,1:53:0,68.8,764.4,
64,2004/1/1,1:53:0,479.4,680.6,
65,2004/1/1,1:53:0,360,596.2,
66,2004/1/1,1:53:0,125.4,166.2,
67,2004/1/1,1:53:0,311.6,366.4,
68,2004/1/1,1:53:0,572.2,1120.0,
69,2004/1/1,1:53:0,579,589.4,
70,2004/1/1,1:53:0,726.8,462.8,
71,2004/1/1,1:53:0,448,152.4,
72,2004/1/1,1:53:0,753.2,33.2,
73,2004/1/1,1:53:0,275,986.6,
74,2004/1/1,1:53:0,735.4,892.0,
75,2004/1/1,1:53:0,554.6,590.0,
76,2004/1/1,1:53:0,271.2,612.2,
77,2004/1/1,1:53:0,612.6,698.4,
78,2004/1/1,1:53:0,84.2,888.0,
79,2004/1/1,1:53:0,757,75.8,
80,2004/1/1,1:53:0,118.2,554.6,
81,2004/1/1,1:53:0,653.4,183.2,
82,2004/1/1,1:53:0,551.4,575.4,
83,2004/1/1,1:53:0,363.6,258.6,
84,2004/1/1,1:53:0,527.2,1208.4,
85,2004/1/1,1:53:0,200.8,1121.0,
86,2004/1/1,1:53:0,110.4,1200.6,
87,2004/1/1,1:53:0,698.2,260.2,
88,2004/1/1,1:53:0,747,799.0,
89,2004/1/1,1:53:0,280.2,697.0,
90,2004/1/1,1:53:0,101.2,903.6,
91,2004/1/1,1:53:0,689,688.6,
92,2004/1/1,1:53:0,362.6,691.4,
93,2004/1/1,1:53:0,550,1098.8,
94,2004/1/1,1:53:0,559.2,1114.2,
95,2004/1/1,1:53:0,216.6,938.8,
96,2004/1/1,1:53:0,467.2,140.6,
97,2004/1/1,1:53:0,503.4,795.0,
98,2004/1/1,1:53:0,168.8,247.0,
99,2004/1/1,1:53:0,745.8,881.8,
100,2004/1/1,1:53:0,164.4,632.8,
1,2004/1/1,1:54:0,139.2,143.8,
2,2004/1/1,1:54:0,52.2,206.6,
3,2004/1/1,1:54:0,363.8,555.8,
4,2004/1/1,1:54:0,669.8,242.2,
5,2004/1/1,1:54:0,599.2,205.4,
6,2004/1/1,1:54:0,692.8,987.8,
7,2004/1/1,1:54:0,359.2,164.6,
8,2004/1/1,1:54:0,544,125.6,
9,2004/1/1,1:54:0,663.4,1042.6,
10,2004/1/1,1:54:0,200.6,230.8,
11,2004/1/1,1:54:0,728.4,881.6,
12,2004/1/1,1:54:0,83.2,1202.2,
13,2004/1/1,1:54:0,466.6,143.8,
14,2004/1/1,1:54:0,722.8,55.4,
15,2004/1/1,1:54:0,664,127.8,
16,2004/1/1,1:54:0,523.8,884.8,
17,2004/1/1,1:54:0,589.4,156.4,
18,2004/1/1,1:54:0,779.4,1040.8,
19,2004/1/1,1:54:0,216.6,655.6,
20,2004/1/1,1:54:0,301.4,714.0,
21,2004/1/1,1:54:0,565.8,782.0,
22,2004/1/1,1:54:0,182.4,625.6,
23,2004/1/1,1:54:0,311.2,909.2,
24,2004/1/1,1:54:0,554.8,686.8,
25,2004/1/1,1:54:0,161,956.8,
26,2004/1/1,1:54:0,570.6,670.2,
27,2004/1/1,1:54:0,136,624.2,
28,2004/1/1,1:54:0,247.8,1095.4,
29,2004/1/1,1:54:0,218.4,494.6,
30,2004/1/1,1:54:0,628.2,242.8,
31,2004/1/1,1:54:0,242.8,559.4,
32,2004/1/1,1:54:0,305.8,41.8,
33,2004/1/1,1:54:0,254.8,287.4,
34,2004/1/1,1:54:0,160,977.8,
35,2004/1/1,1:54:0,379.4,1107.4,
36,2004/1/1,1:54:0,696.6,564.0,
37,2004/1/1,1:54:0,668.4,994.8,
38,2004/1/1,1:54:0,361.2,1105.0,
39,2004/1/1,1:54:0,587.2,1017.2,
40,2004/1/1,1:54:0,698.2,268.2,
41,2004/1/1,1:54:0,53.6,1011.8,
42,2004/1/1,1:54:0,762.6,681.8,
43,2004/1/1,1:54:0,159.6,571.4,
44,2004/1/1,1:54:0,720.2,149.0,
45,2004/1/1,1:54:0,555,691.8,
46,2004/1/1,1:54:0,99.8,891.6,
47,2004/1/1,1:54:0,563.4,282.2,
48,2004/1/1,1:54:0,587.8,290.0,
49,2004/1/1,1:54:0,689,571.4,
50,2004/1/1,1:54:0,363.8,1092.2,
51,2004/1/1,1:54:0,713.2,237.4,
52,2004/1/1,1:54:0,677.2,125.2,
53,2004/1/1,1:54:0,559.2,123.0,
54,2004/1/1,1:54:0,150.8,172.4,
55,2004/1/1,1:54:0,202.6,117.6,
56,2004/1/1,1:54:0,265,987.0,
57,2004/1/1,1:54:0,208.8,1065.0,
58,2004/1/1,1:54:0,747.2,1107.2,
59,2004/1/1,1:54:0,205.2,60.8,
60,2004/1/1,1:54:0,581.8,684.8,
61,2004/1/1,1:54:0,125,546.2,
62,2004/1/1,1:54:0,158.8,582.4,
63,2004/1/1,1:54:0,68,764.8,
64,2004/1/1,1:54:0,480.6,679.6,
65,2004/1/1,1:54:0,358.4,594.4,
66,2004/1/1,1:54:0,125,165.2,
67,2004/1/1,1:54:0,311.2,365.8,
68,2004/1/1,1:54:0,573.2,1120.2,
69,2004/1/1,1:54:0,577.2,589.8,
70,2004/1/1,1:54:0,728.4,463.0,
71,2004/1/1,1:54:0,446.6,150.8,
72,2004/1/1,1:54:0,755,33.2,
73,2004/1/1,1:54:0,276.2,988.0,
74,2004/1/1,1:54:0,735.4,892.2,
75,2004/1/1,1:54:0,556,589.8,
76,2004/1/1,1:54:0,272.2,612.2,
77,2004/1/1,1:54:0,613.8,698.6,
78,2004/1/1,1:54:0,84.8,888.8,
79,2004/1/1,1:54:0,758,74.2,
80,2004/1/1,1:54:0,118.2,555.8,
81,2004/1/1,1:54:0,652.2,183.2,
82,2004/1/1,1:54:0,552.6,573.8,
83,2004/1/1,1:54:0,365.2,258.4,
84,2004/1/1,1:54:0,527.8,1209.0,
85,2004/1/1,1:54:0,202,1122.0,
86,2004/1/1,1:54:0,108.6,1199.6,
87,2004/1/1,1:54:0,699.6,259.6,
88,2004/1/1,1:54:0,747.4,798.4,
89,2004/1/1,1:54:0,279.6,696.4,
90,2004/1/1,1:54:0,100.6,903.6,
91,2004/1/1,1:54:0,687.2,689.6,
92,2004/1/1,1:54:0,363.8,692.0,
93,2004/1/1,1:54:0,549.2,1098.2,
94,2004/1/1,1:54:0,557.6,1112.6,
95,2004/1/1,1:54:0,217.2,929.4,
96,2004/1/1,1:54:0,466.2,141.8,
97,2004/1/1,1:54:0,504.2,796.4,
98,2004/1/1,1:54:0,170,247.8,
99,2004/1/1,1:54:0,747,881.4,
100,2004/1/1,1:54:0,184,631.0,
1,2004/1/1,1:55:0,139,144.2,
2,2004/1/1,1:55:0,37.4,206.0,
3,2004/1/1,1:55:0,365.4,557.4,
4,2004/1/1,1:55:0,669,242.6,
5,2004/1/1,1:55:0,588,206.0,
6,2004/1/1,1:55:0,692.4,988.8,
7,2004/1/1,1:55:0,360.8,164.0,
8,2004/1/1,1:55:0,545.6,125.0,
9,2004/1/1,1:55:0,659.8,1041.2,
10,2004/1/1,1:55:0,200,229.6,
11,2004/1/1,1:55:0,728.4,881.4,
12,2004/1/1,1:55:0,82.4,1200.4,
