id,date,time,x,y
87,2004/1/1,1:22:0,690.2,254.8,
88,2004/1/1,1:22:0,742,800.0,
89,2004/1/1,1:22:0,284.4,698.4,
90,2004/1/1,1:22:0,92.8,905.4,
91,2004/1/1,1:22:0,683.8,685.0,
92,2004/1/1,1:22:0,366.4,687.8,
93,2004/1/1,1:22:0,544.4,1098.2,
94,2004/1/1,1:22:0,558,1110.6,
95,2004/1/1,1:22:0,203.6,663.6,
96,2004/1/1,1:22:0,471.8,143.6,
97,2004/1/1,1:22:0,513.4,780.0,
98,2004/1/1,1:22:0,170.6,250.0,
99,2004/1/1,1:22:0,741.4,883.4,
100,2004/1/1,1:22:0,10,632.2,
1,2004/1/1,1:23:0,142.6,146.4,
2,2004/1/1,1:23:0,468.4,202.2,
3,2004/1/1,1:23:0,363.8,545.0,
4,2004/1/1,1:23:0,666.2,250.0,
5,2004/1/1,1:23:0,216.8,58.8,
6,2004/1/1,1:23:0,688.2,992.0,
7,2004/1/1,1:23:0,367,171.6,
8,2004/1/1,1:23:0,539.2,117.8,
9,2004/1/1,1:23:0,635.8,129.6,
10,2004/1/1,1:23:0,752.4,218.6,
11,2004/1/1,1:23:0,734.8,873.6,
12,2004/1/1,1:23:0,84.2,1208.8,
13,2004/1/1,1:23:0,477.8,141.6,
14,2004/1/1,1:23:0,728,42.8,
15,2004/1/1,1:23:0,670.8,132.4,
16,2004/1/1,1:23:0,526.4,885.2,
17,2004/1/1,1:23:0,590.6,157.4,
18,2004/1/1,1:23:0,108.8,211.6,
19,2004/1/1,1:23:0,218,899.4,
20,2004/1/1,1:23:0,304.6,706.4,
21,2004/1/1,1:23:0,569.2,775.6,
22,2004/1/1,1:23:0,272,624.4,
23,2004/1/1,1:23:0,306.2,919.2,
24,2004/1/1,1:23:0,557,686.8,
25,2004/1/1,1:23:0,162.6,953.2,
26,2004/1/1,1:23:0,577.8,666.6,
27,2004/1/1,1:23:0,677.6,631.2,
28,2004/1/1,1:23:0,246.6,1105.8,
29,2004/1/1,1:23:0,334.2,624.4,
30,2004/1/1,1:23:0,696,218.8,
31,2004/1/1,1:23:0,257.8,564.2,
32,2004/1/1,1:23:0,302,43.6,
33,2004/1/1,1:23:0,254.6,287.4,
34,2004/1/1,1:23:0,153.2,981.4,
35,2004/1/1,1:23:0,377.2,1105.2,
36,2004/1/1,1:23:0,695,566.0,
37,2004/1/1,1:23:0,671.4,987.6,
38,2004/1/1,1:23:0,355,1107.4,
39,2004/1/1,1:23:0,589,1005.2,
40,2004/1/1,1:23:0,696.4,260.8,
41,2004/1/1,1:23:0,57.4,1009.6,
42,2004/1/1,1:23:0,763.2,682.2,
43,2004/1/1,1:23:0,164.2,570.2,
44,2004/1/1,1:23:0,719.4,153.2,
45,2004/1/1,1:23:0,559,690.2,
46,2004/1/1,1:23:0,89.2,896.6,
47,2004/1/1,1:23:0,558.6,288.4,
48,2004/1/1,1:23:0,589,285.6,
49,2004/1/1,1:23:0,681,563.2,
50,2004/1/1,1:23:0,370,1090.0,
51,2004/1/1,1:23:0,704,239.8,
52,2004/1/1,1:23:0,687.2,136.0,
53,2004/1/1,1:23:0,576,122.0,
54,2004/1/1,1:23:0,145.8,177.8,
55,2004/1/1,1:23:0,201.6,1242.6,
56,2004/1/1,1:23:0,261.8,985.6,
57,2004/1/1,1:23:0,479.8,1044.4,
58,2004/1/1,1:23:0,747.8,1098.2,
59,2004/1/1,1:23:0,206.6,1083.8,
60,2004/1/1,1:23:0,564.6,670.0,
61,2004/1/1,1:23:0,134,542.4,
62,2004/1/1,1:23:0,160.8,575.6,
63,2004/1/1,1:23:0,69,764.0,
64,2004/1/1,1:23:0,481.8,678.8,
65,2004/1/1,1:23:0,358.4,589.4,
66,2004/1/1,1:23:0,133.2,167.2,
67,2004/1/1,1:23:0,303.6,363.8,
68,2004/1/1,1:23:0,571,1120.2,
69,2004/1/1,1:23:0,580.8,590.6,
70,2004/1/1,1:23:0,726.6,461.2,
71,2004/1/1,1:23:0,446.8,156.2,
72,2004/1/1,1:23:0,746.2,34.2,
73,2004/1/1,1:23:0,269.4,989.2,
74,2004/1/1,1:23:0,735.8,891.4,
75,2004/1/1,1:23:0,558.8,584.4,
76,2004/1/1,1:23:0,275,610.6,
77,2004/1/1,1:23:0,604,700.2,
78,2004/1/1,1:23:0,91.6,895.4,
79,2004/1/1,1:23:0,754.8,69.8,
80,2004/1/1,1:23:0,130.4,549.8,
81,2004/1/1,1:23:0,656.2,194.4,
82,2004/1/1,1:23:0,551.4,577.6,
83,2004/1/1,1:23:0,363.4,261.0,
84,2004/1/1,1:23:0,628.6,997.2,
85,2004/1/1,1:23:0,204,848.8,
86,2004/1/1,1:23:0,117,1197.2,
87,2004/1/1,1:23:0,691.6,254.0,
88,2004/1/1,1:23:0,743.4,800.0,
89,2004/1/1,1:23:0,282.6,696.6,
90,2004/1/1,1:23:0,91,904.0,
91,2004/1/1,1:23:0,684.4,683.2,
92,2004/1/1,1:23:0,367,689.0,
93,2004/1/1,1:23:0,545.2,1098.8,
94,2004/1/1,1:23:0,557.8,1110.8,
95,2004/1/1,1:23:0,202.6,669.8,
96,2004/1/1,1:23:0,471,143.0,
97,2004/1/1,1:23:0,512.2,781.8,
98,2004/1/1,1:23:0,169.6,250.8,
99,2004/1/1,1:23:0,739.8,885.0,
100,2004/1/1,1:23:0,30.4,630.4,
1,2004/1/1,1:24:0,141.8,146.4,
2,2004/1/1,1:24:0,464.6,203.2,
3,2004/1/1,1:24:0,364.4,543.8,
4,2004/1/1,1:24:0,665.4,248.4,
5,2004/1/1,1:24:0,215,50.6,
6,2004/1/1,1:24:0,688.2,993.2,
7,2004/1/1,1:24:0,365.6,171.0,
8,2004/1/1,1:24:0,538.8,119.2,
9,2004/1/1,1:24:0,634,114.6,
10,2004/1/1,1:24:0,757,217.4,
11,2004/1/1,1:24:0,736.4,875.0,
12,2004/1/1,1:24:0,85,1207.6,
13,2004/1/1,1:24:0,477,141.6,
14,2004/1/1,1:24:0,726.6,42.8,
15,2004/1/1,1:24:0,671.2,132.8,
16,2004/1/1,1:24:0,525,884.2,
17,2004/1/1,1:24:0,591.6,158.0,
18,2004/1/1,1:24:0,133.6,212.4,
19,2004/1/1,1:24:0,216.6,896.0,
20,2004/1/1,1:24:0,305.8,705.4,
21,2004/1/1,1:24:0,567.6,774.4,
22,2004/1/1,1:24:0,262.8,626.2,
23,2004/1/1,1:24:0,304.4,921.0,
24,2004/1/1,1:24:0,556.6,687.0,
25,2004/1/1,1:24:0,160.8,954.6,
26,2004/1/1,1:24:0,577.8,667.8,
27,2004/1/1,1:24:0,700.4,633.0,
28,2004/1/1,1:24:0,247.8,1104.0,
29,2004/1/1,1:24:0,324,624.4,
30,2004/1/1,1:24:0,696,218.8,
31,2004/1/1,1:24:0,257.6,562.8,
32,2004/1/1,1:24:0,302.2,42.8,
33,2004/1/1,1:24:0,254.2,288.4,
34,2004/1/1,1:24:0,155,980.6,
35,2004/1/1,1:24:0,378.2,1104.6,
36,2004/1/1,1:24:0,696.2,564.4,
37,2004/1/1,1:24:0,672.8,988.0,
38,2004/1/1,1:24:0,354,1108.6,
39,2004/1/1,1:24:0,588.8,1005.2,
40,2004/1/1,1:24:0,697,261.6,
41,2004/1/1,1:24:0,56.2,1011.2,
42,2004/1/1,1:24:0,763.8,681.2,
43,2004/1/1,1:24:0,162.4,569.4,
44,2004/1/1,1:24:0,721.2,153.0,
45,2004/1/1,1:24:0,557.8,691.4,
46,2004/1/1,1:24:0,89.8,898.0,
47,2004/1/1,1:24:0,558.4,288.4,
48,2004/1/1,1:24:0,590.6,286.2,
49,2004/1/1,1:24:0,681.6,564.0,
50,2004/1/1,1:24:0,371.4,1089.0,
51,2004/1/1,1:24:0,705.4,238.0,
52,2004/1/1,1:24:0,687.4,135.4,
53,2004/1/1,1:24:0,574.4,122.0,
54,2004/1/1,1:24:0,147.4,178.8,
55,2004/1/1,1:24:0,200,1244.0,
56,2004/1/1,1:24:0,261,985.0,
57,2004/1/1,1:24:0,469.8,1045.2,
58,2004/1/1,1:24:0,746,1099.2,
59,2004/1/1,1:24:0,206.2,1098.2,
60,2004/1/1,1:24:0,564.4,670.2,
61,2004/1/1,1:24:0,135.4,543.6,
62,2004/1/1,1:24:0,162.6,576.6,
63,2004/1/1,1:24:0,67.8,764.4,
64,2004/1/1,1:24:0,480.2,678.0,
65,2004/1/1,1:24:0,359.8,588.6,
66,2004/1/1,1:24:0,131.6,165.6,
67,2004/1/1,1:24:0,303.6,364.8,
68,2004/1/1,1:24:0,569.4,1118.8,
69,2004/1/1,1:24:0,580.6,590.6,
70,2004/1/1,1:24:0,727.4,463.0,
71,2004/1/1,1:24:0,445.2,157.4,
72,2004/1/1,1:24:0,747.4,32.8,
73,2004/1/1,1:24:0,269.6,990.4,
74,2004/1/1,1:24:0,736.6,891.4,
75,2004/1/1,1:24:0,557.2,585.2,
76,2004/1/1,1:24:0,274.6,612.4,
77,2004/1/1,1:24:0,602.2,700.8,
78,2004/1/1,1:24:0,91.6,895.0,
79,2004/1/1,1:24:0,756.2,71.6,
80,2004/1/1,1:24:0,130.8,550.0,
81,2004/1/1,1:24:0,654.4,193.2,
82,2004/1/1,1:24:0,551.6,578.0,
83,2004/1/1,1:24:0,363.4,259.4,
84,2004/1/1,1:24:0,626.8,1016.6,
85,2004/1/1,1:24:0,204.2,859.8,
86,2004/1/1,1:24:0,116.4,1197.8,
87,2004/1/1,1:24:0,690,254.8,
88,2004/1/1,1:24:0,743.4,801.6,
89,2004/1/1,1:24:0,283,697.4,
90,2004/1/1,1:24:0,91,904.0,
91,2004/1/1,1:24:0,684,682.0,
92,2004/1/1,1:24:0,366.4,690.8,
93,2004/1/1,1:24:0,544,1098.8,
94,2004/1/1,1:24:0,559.4,1111.6,
95,2004/1/1,1:24:0,204.4,674.6,
96,2004/1/1,1:24:0,470.2,143.0,
97,2004/1/1,1:24:0,511,782.0,
98,2004/1/1,1:24:0,169.4,252.4,
99,2004/1/1,1:24:0,739.8,886.6,
100,2004/1/1,1:24:0,54.6,631.4,
1,2004/1/1,1:25:0,141.6,147.2,
2,2004/1/1,1:25:0,458,204.8,
3,2004/1/1,1:25:0,364,543.6,
4,2004/1/1,1:25:0,665,247.2,
5,2004/1/1,1:25:0,216.6,36.2,
6,2004/1/1,1:25:0,687.4,992.8,
7,2004/1/1,1:25:0,365.6,172.2,
8,2004/1/1,1:25:0,538.8,119.4,
9,2004/1/1,1:25:0,632.8,100.2,
10,2004/1/1,1:25:0,766,216.8,
11,2004/1/1,1:25:0,736.4,876.2,
12,2004/1/1,1:25:0,84.2,1208.2,
13,2004/1/1,1:25:0,478.2,140.8,
14,2004/1/1,1:25:0,727.6,42.8,
15,2004/1/1,1:25:0,671.4,132.4,
16,2004/1/1,1:25:0,523.6,883.0,
17,2004/1/1,1:25:0,591.8,157.4,
18,2004/1/1,1:25:0,151,213.6,
19,2004/1/1,1:25:0,215.4,884.6,
20,2004/1/1,1:25:0,304.6,705.8,
21,2004/1/1,1:25:0,568.4,775.8,
22,2004/1/1,1:25:0,247,624.6,
23,2004/1/1,1:25:0,302.8,921.0,
24,2004/1/1,1:25:0,556.2,688.2,
25,2004/1/1,1:25:0,161.8,956.0,
26,2004/1/1,1:25:0,576,669.6,
27,2004/1/1,1:25:0,719,632.8,
28,2004/1/1,1:25:0,246.8,1104.0,
29,2004/1/1,1:25:0,315,626.0,
30,2004/1/1,1:25:0,700.8,219.0,
31,2004/1/1,1:25:0,258.2,562.4,
32,2004/1/1,1:25:0,302.2,42.0,
33,2004/1/1,1:25:0,254,289.8,
34,2004/1/1,1:25:0,155.6,980.2,
35,2004/1/1,1:25:0,379.2,1106.4,
36,2004/1/1,1:25:0,694.4,564.2,
37,2004/1/1,1:25:0,672.4,987.8,
38,2004/1/1,1:25:0,355.8,1109.0,
39,2004/1/1,1:25:0,588.6,1006.0,
40,2004/1/1,1:25:0,698.8,260.4,
41,2004/1/1,1:25:0,57.2,1011.2,
42,2004/1/1,1:25:0,763.8,682.0,
43,2004/1/1,1:25:0,163.2,567.8,
44,2004/1/1,1:25:0,721.2,154.8,
45,2004/1/1,1:25:0,556.8,690.6,
46,2004/1/1,1:25:0,90.4,899.6,
47,2004/1/1,1:25:0,560.2,288.4,
48,2004/1/1,1:25:0,592,285.4,
49,2004/1/1,1:25:0,681.4,565.8,
50,2004/1/1,1:25:0,373,1090.8,
51,2004/1/1,1:25:0,705.4,237.2,
52,2004/1/1,1:25:0,688.6,137.0,
53,2004/1/1,1:25:0,574.4,123.0,
54,2004/1/1,1:25:0,145.6,177.4,
55,2004/1/1,1:25:0,200.6,1244.0,
56,2004/1/1,1:25:0,261,986.8,
57,2004/1/1,1:25:0,460.6,1043.6,
58,2004/1/1,1:25:0,746.6,1101.0,
59,2004/1/1,1:25:0,207.2,1114.2,
60,2004/1/1,1:25:0,563.6,669.2,
61,2004/1/1,1:25:0,134.4,544.6,
62,2004/1/1,1:25:0,160.8,578.2,
63,2004/1/1,1:25:0,67.2,764.2,
64,2004/1/1,1:25:0,481.2,678.0,
65,2004/1/1,1:25:0,358.4,587.6,
66,2004/1/1,1:25:0,132,165.4,
67,2004/1/1,1:25:0,305.2,366.6,
68,2004/1/1,1:25:0,569,1120.0,
69,2004/1/1,1:25:0,581.2,589.8,
70,2004/1/1,1:25:0,727.4,464.2,
71,2004/1/1,1:25:0,446.8,156.6,
72,2004/1/1,1:25:0,748.4,34.4,
73,2004/1/1,1:25:0,271.2,990.2,
74,2004/1/1,1:25:0,736.6,892.2,
75,2004/1/1,1:25:0,555.6,583.8,
76,2004/1/1,1:25:0,274.6,614.0,
77,2004/1/1,1:25:0,602.8,700.2,
78,2004/1/1,1:25:0,90.2,895.0,
79,2004/1/1,1:25:0,757.6,73.2,
80,2004/1/1,1:25:0,132.4,549.2,
81,2004/1/1,1:25:0,653.6,192.4,
82,2004/1/1,1:25:0,551.6,578.0,
83,2004/1/1,1:25:0,362.6,260.4,
84,2004/1/1,1:25:0,627.4,1029.8,
85,2004/1/1,1:25:0,203.2,869.6,
86,2004/1/1,1:25:0,115.6,1196.4,
87,2004/1/1,1:25:0,689.6,254.8,
88,2004/1/1,1:25:0,744.4,800.4,
89,2004/1/1,1:25:0,281.2,697.6,
90,2004/1/1,1:25:0,91.6,904.0,
91,2004/1/1,1:25:0,684,682.0,
92,2004/1/1,1:25:0,366,689.4,
93,2004/1/1,1:25:0,543.2,1097.4,
94,2004/1/1,1:25:0,559.8,1112.4,
95,2004/1/1,1:25:0,204.2,685.8,
96,2004/1/1,1:25:0,471,143.6,
97,2004/1/1,1:25:0,511.6,783.8,
98,2004/1/1,1:25:0,169.4,252.6,
99,2004/1/1,1:25:0,739.4,885.0,
100,2004/1/1,1:25:0,78.8,631.4,
1,2004/1/1,1:26:0,142.6,149.0,
2,2004/1/1,1:26:0,448.8,205.8,
3,2004/1/1,1:26:0,362.8,545.0,
4,2004/1/1,1:26:0,664.8,247.6,
5,2004/1/1,1:26:0,216,26.0,
6,2004/1/1,1:26:0,687.8,994.2,
7,2004/1/1,1:26:0,364.4,171.4,
8,2004/1/1,1:26:0,538.2,119.8,
9,2004/1/1,1:26:0,634.6,81.4,
10,2004/1/1,1:26:0,774.6,217.6,
11,2004/1/1,1:26:0,735,878.0,
12,2004/1/1,1:26:0,85.8,1209.6,
13,2004/1/1,1:26:0,477.4,142.0,
14,2004/1/1,1:26:0,726.2,43.4,
15,2004/1/1,1:26:0,672,131.4,
16,2004/1/1,1:26:0,523.4,881.8,
17,2004/1/1,1:26:0,592.4,157.2,
18,2004/1/1,1:26:0,171.4,215.0,
19,2004/1/1,1:26:0,215.4,870.6,
20,2004/1/1,1:26:0,303.2,704.4,
21,2004/1/1,1:26:0,569.6,774.6,
22,2004/1/1,1:26:0,235.8,623.4,
23,2004/1/1,1:26:0,303.4,919.6,
24,2004/1/1,1:26:0,557,687.8,
25,2004/1/1,1:26:0,160,957.0,
26,2004/1/1,1:26:0,574.2,668.0,
27,2004/1/1,1:26:0,738.6,633.2,
28,2004/1/1,1:26:0,248.4,1102.2,
29,2004/1/1,1:26:0,298.8,626.2,
30,2004/1/1,1:26:0,705.6,217.8,
31,2004/1/1,1:26:0,256.8,561.8,
32,2004/1/1,1:26:0,302.8,41.6,
33,2004/1/1,1:26:0,255.6,289.2,
34,2004/1/1,1:26:0,154.6,982.0,
35,2004/1/1,1:26:0,379.4,1105.8,
36,2004/1/1,1:26:0,693,565.0,
37,2004/1/1,1:26:0,671.8,989.2,
38,2004/1/1,1:26:0,356.6,1110.6,
39,2004/1/1,1:26:0,587.8,1005.8,
40,2004/1/1,1:26:0,699.6,262.2,
41,2004/1/1,1:26:0,57,1011.2,
42,2004/1/1,1:26:0,763.8,682.0,
43,2004/1/1,1:26:0,162.4,567.2,
44,2004/1/1,1:26:0,720.4,154.4,
45,2004/1/1,1:26:0,555.2,691.2,
46,2004/1/1,1:26:0,89.4,900.4,
47,2004/1/1,1:26:0,561.4,288.4,
48,2004/1/1,1:26:0,591,284.2,
49,2004/1/1,1:26:0,680.8,565.6,
50,2004/1/1,1:26:0,371.6,1091.4,
51,2004/1/1,1:26:0,706.8,238.2,
52,2004/1/1,1:26:0,689.2,136.6,
53,2004/1/1,1:26:0,573,121.4,
54,2004/1/1,1:26:0,147.4,177.6,
55,2004/1/1,1:26:0,200.6,1244.0,
56,2004/1/1,1:26:0,260.6,985.6,
57,2004/1/1,1:26:0,454.4,1042.8,
58,2004/1/1,1:26:0,748,1102.6,
59,2004/1/1,1:26:0,208.4,1128.6,
60,2004/1/1,1:26:0,563,670.8,
61,2004/1/1,1:26:0,133.8,545.2,
62,2004/1/1,1:26:0,159.4,579.8,
63,2004/1/1,1:26:0,67.2,766.0,
64,2004/1/1,1:26:0,479.4,678.8,
65,2004/1/1,1:26:0,357.8,589.4,
66,2004/1/1,1:26:0,132.8,164.4,
67,2004/1/1,1:26:0,306.8,366.8,
68,2004/1/1,1:26:0,569.2,1120.4,
69,2004/1/1,1:26:0,582.2,590.6,
70,2004/1/1,1:26:0,728.4,464.2,
71,2004/1/1,1:26:0,446.2,158.0,
72,2004/1/1,1:26:0,749.4,36.0,
73,2004/1/1,1:26:0,269.8,988.8,
74,2004/1/1,1:26:0,735,893.6,
75,2004/1/1,1:26:0,557.4,583.8,
76,2004/1/1,1:26:0,274.2,612.4,
77,2004/1/1,1:26:0,604,702.0,
78,2004/1/1,1:26:0,90.2,896.6,
79,2004/1/1,1:26:0,758.4,72.8,
80,2004/1/1,1:26:0,133,548.4,
81,2004/1/1,1:26:0,653.6,192.6,
82,2004/1/1,1:26:0,553.4,576.2,
83,2004/1/1,1:26:0,362.4,261.0,
84,2004/1/1,1:26:0,628.8,1044.4,
85,2004/1/1,1:26:0,204.8,872.6,
86,2004/1/1,1:26:0,115.8,1197.2,
87,2004/1/1,1:26:0,691.2,256.4,
88,2004/1/1,1:26:0,746.2,801.6,
89,2004/1/1,1:26:0,282.2,696.4,
90,2004/1/1,1:26:0,92.8,902.2,
91,2004/1/1,1:26:0,685.8,683.2,
92,2004/1/1,1:26:0,365.6,690.4,
93,2004/1/1,1:26:0,541.4,1095.8,
94,2004/1/1,1:26:0,561.4,1113.4,
95,2004/1/1,1:26:0,204.2,695.4,
96,2004/1/1,1:26:0,469.4,145.2,
97,2004/1/1,1:26:0,511.6,783.8,
98,2004/1/1,1:26:0,171,250.8,
99,2004/1/1,1:26:0,739.2,884.6,
100,2004/1/1,1:26:0,102.8,630.4,
1,2004/1/1,1:27:0,141.6,147.4,
2,2004/1/1,1:27:0,438.8,205.8,
3,2004/1/1,1:27:0,364.6,546.8,
4,2004/1/1,1:27:0,665.4,249.4,
5,2004/1/1,1:27:0,217,16.4,
6,2004/1/1,1:27:0,688,993.0,
7,2004/1/1,1:27:0,366.2,171.8,
8,2004/1/1,1:27:0,537.4,121.0,
9,2004/1/1,1:27:0,633,65.2,
10,2004/1/1,1:27:0,783.2,217.6,
11,2004/1/1,1:27:0,736.2,878.4,
12,2004/1/1,1:27:0,85,1208.6,
13,2004/1/1,1:27:0,478,140.4,
14,2004/1/1,1:27:0,724.6,43.0,
15,2004/1/1,1:27:0,670.4,129.8,
16,2004/1/1,1:27:0,522.8,882.0,
17,2004/1/1,1:27:0,591.8,158.6,
18,2004/1/1,1:27:0,185.4,216.4,
19,2004/1/1,1:27:0,216.4,855.0,
20,2004/1/1,1:27:0,302.2,706.2,
21,2004/1/1,1:27:0,571,774.0,
22,2004/1/1,1:27:0,230.8,622.6,
23,2004/1/1,1:27:0,304.4,920.8,
24,2004/1/1,1:27:0,557.4,688.4,
25,2004/1/1,1:27:0,160.6,956.0,
26,2004/1/1,1:27:0,573.4,669.0,
27,2004/1/1,1:27:0,756.2,633.2,
28,2004/1/1,1:27:0,246.6,1100.4,
29,2004/1/1,1:27:0,284,624.8,
30,2004/1/1,1:27:0,717,217.0,
31,2004/1/1,1:27:0,255.2,563.2,
32,2004/1/1,1:27:0,302.8,42.0,
33,2004/1/1,1:27:0,254,288.8,
34,2004/1/1,1:27:0,154.4,982.0,
35,2004/1/1,1:27:0,379.2,1106.4,
36,2004/1/1,1:27:0,692.2,565.0,
37,2004/1/1,1:27:0,672,989.0,
38,2004/1/1,1:27:0,356.2,1111.2,
39,2004/1/1,1:27:0,586.2,1007.2,
40,2004/1/1,1:27:0,699.2,262.8,
41,2004/1/1,1:27:0,58,1011.4,
42,2004/1/1,1:27:0,763.4,682.4,
43,2004/1/1,1:27:0,162.8,567.8,
44,2004/1/1,1:27:0,720.8,153.2,
45,2004/1/1,1:27:0,556,690.4,
46,2004/1/1,1:27:0,88.4,900.6,
47,2004/1/1,1:27:0,561.2,286.6,
48,2004/1/1,1:27:0,589.4,284.8,
49,2004/1/1,1:27:0,679.4,564.4,
50,2004/1/1,1:27:0,370.4,1091.4,
51,2004/1/1,1:27:0,707.6,239.8,
52,2004/1/1,1:27:0,689.4,135.4,
53,2004/1/1,1:27:0,573,120.8,
54,2004/1/1,1:27:0,147.4,176.6,
55,2004/1/1,1:27:0,201.2,1243.2,
56,2004/1/1,1:27:0,259.8,985.4,
57,2004/1/1,1:27:0,450.4,1043.4,
58,2004/1/1,1:27:0,748,1102.0,
59,2004/1/1,1:27:0,207.6,1147.8,
60,2004/1/1,1:27:0,563.2,672.6,
61,2004/1/1,1:27:0,132.4,545.0,
62,2004/1/1,1:27:0,159.4,580.6,
63,2004/1/1,1:27:0,67.6,765.2,
64,2004/1/1,1:27:0,480.4,678.0,
65,2004/1/1,1:27:0,356.8,589.2,
66,2004/1/1,1:27:0,131,164.4,
67,2004/1/1,1:27:0,308,368.6,
68,2004/1/1,1:27:0,569.8,1121.4,
69,2004/1/1,1:27:0,582.6,589.6,
70,2004/1/1,1:27:0,727,464.2,
71,2004/1/1,1:27:0,446.8,159.8,
72,2004/1/1,1:27:0,749.4,34.6,
73,2004/1/1,1:27:0,269.6,990.2,
74,2004/1/1,1:27:0,735,894.4,
75,2004/1/1,1:27:0,556.4,583.6,
76,2004/1/1,1:27:0,275.6,612.4,
77,2004/1/1,1:27:0,605.4,700.2,
78,2004/1/1,1:27:0,88.4,896.6,
79,2004/1/1,1:27:0,757.6,74.0,
80,2004/1/1,1:27:0,132.6,548.0,
81,2004/1/1,1:27:0,652.6,192.6,
82,2004/1/1,1:27:0,553.2,574.4,
83,2004/1/1,1:27:0,361.4,261.2,
84,2004/1/1,1:27:0,623.2,1065.0,
85,2004/1/1,1:27:0,206.6,883.8,
86,2004/1/1,1:27:0,115.8,1197.2,
87,2004/1/1,1:27:0,692.4,255.6,
88,2004/1/1,1:27:0,748,800.6,
89,2004/1/1,1:27:0,281.8,695.4,
90,2004/1/1,1:27:0,91.2,902.8,
91,2004/1/1,1:27:0,687.4,682.0,
92,2004/1/1,1:27:0,364.6,691.6,
93,2004/1/1,1:27:0,540.6,1094.8,
94,2004/1/1,1:27:0,560.2,1115.2,
95,2004/1/1,1:27:0,205.2,704.8,
96,2004/1/1,1:27:0,467.6,143.4,
97,2004/1/1,1:27:0,510.4,784.6,
98,2004/1/1,1:27:0,171.4,250.8,
99,2004/1/1,1:27:0,739.4,883.8,
100,2004/1/1,1:27:0,128.6,629.8,
1,2004/1/1,1:28:0,142,148.4,
2,2004/1/1,1:28:0,429.8,206.0,
3,2004/1/1,1:28:0,364.2,546.4,
4,2004/1/1,1:28:0,667.2,247.8,
5,2004/1/1,1:28:0,217,8.4,
6,2004/1/1,1:28:0,689.4,991.4,
7,2004/1/1,1:28:0,367.4,173.4,
8,2004/1/1,1:28:0,539.2,121.0,
9,2004/1/1,1:28:0,632.2,45.2,
10,2004/1/1,1:28:0,793.6,219.0,
11,2004/1/1,1:28:0,735.4,878.4,
12,2004/1/1,1:28:0,84.4,1207.8,
13,2004/1/1,1:28:0,478,140.4,
14,2004/1/1,1:28:0,723.4,44.4,
15,2004/1/1,1:28:0,669,130.8,
16,2004/1/1,1:28:0,522.6,882.4,
17,2004/1/1,1:28:0,593,158.2,
18,2004/1/1,1:28:0,195.4,214.8,
19,2004/1/1,1:28:0,218,846.4,
20,2004/1/1,1:28:0,301,708.0,
21,2004/1/1,1:28:0,571,773.2,
22,2004/1/1,1:28:0,226.6,621.4,
23,2004/1/1,1:28:0,305.2,919.4,
24,2004/1/1,1:28:0,557.4,690.2,
25,2004/1/1,1:28:0,161.4,954.4,
26,2004/1/1,1:28:0,571.8,668.2,
27,2004/1/1,1:28:0,776.8,634.8,
28,2004/1/1,1:28:0,246.6,1098.8,
29,2004/1/1,1:28:0,273.8,625.8,
30,2004/1/1,1:28:0,726.2,216.6,
31,2004/1/1,1:28:0,253.6,563.0,
32,2004/1/1,1:28:0,302.6,42.2,
33,2004/1/1,1:28:0,253.6,289.8,
34,2004/1/1,1:28:0,154.8,981.8,
35,2004/1/1,1:28:0,378.4,1106.6,
36,2004/1/1,1:28:0,692,565.0,
37,2004/1/1,1:28:0,670.6,988.4,
38,2004/1/1,1:28:0,356,1109.4,
39,2004/1/1,1:28:0,587.2,1008.8,
40,2004/1/1,1:28:0,697.8,262.6,
41,2004/1/1,1:28:0,58.2,1013.0,
42,2004/1/1,1:28:0,761.6,681.8,
43,2004/1/1,1:28:0,163.6,568.6,
44,2004/1/1,1:28:0,722.2,152.4,
45,2004/1/1,1:28:0,556,691.0,
46,2004/1/1,1:28:0,90.2,900.0,
47,2004/1/1,1:28:0,562.8,285.8,
48,2004/1/1,1:28:0,589.8,284.4,
49,2004/1/1,1:28:0,678.8,563.6,
50,2004/1/1,1:28:0,370,1093.2,
51,2004/1/1,1:28:0,706.2,241.4,
52,2004/1/1,1:28:0,687.6,136.4,
53,2004/1/1,1:28:0,573.4,121.6,
54,2004/1/1,1:28:0,149.2,176.0,
55,2004/1/1,1:28:0,202.2,1243.6,
56,2004/1/1,1:28:0,261,987.0,
57,2004/1/1,1:28:0,445.2,1043.2,
58,2004/1/1,1:28:0,748.4,1102.8,
59,2004/1/1,1:28:0,205.8,1161.0,
60,2004/1/1,1:28:0,563.2,674.2,
61,2004/1/1,1:28:0,132.8,546.8,
62,2004/1/1,1:28:0,158.2,581.4,
63,2004/1/1,1:28:0,66.4,765.2,
64,2004/1/1,1:28:0,481.8,679.8,
65,2004/1/1,1:28:0,357,589.4,
66,2004/1/1,1:28:0,131.8,166.2,
67,2004/1/1,1:28:0,308,368.8,
68,2004/1/1,1:28:0,571,1119.6,
69,2004/1/1,1:28:0,581.8,589.6,
70,2004/1/1,1:28:0,726.2,465.0,
71,2004/1/1,1:28:0,447.4,161.4,
72,2004/1/1,1:28:0,750.6,34.0,
73,2004/1/1,1:28:0,269.6,990.6,
74,2004/1/1,1:28:0,736.2,896.0,
